Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Acquitted_or_Discharged,Cases_charge_sheets_were_not_laid_but_Final_Report_submitted,Cases_Chargesheeted,Cases_Compounded_or_Withdrawn,Cases_Convicted,Cases_Declared_False_on_Account_of_Mistake_of_Fact_or_of_Law,Cases_Investigated_Chargesheets+FR_Submitted,Cases_not_Investigated_or_in_which_investigation_was_refused,Cases_Pending_Investigation_at_Year_End,Cases_Pending_Investigation_from_previous_year,Cases_Pending_Trial_at_Year_End,Cases_Pending_Trial_from_the_previous_year,Cases_Reported,Cases_Sent_for_Trial,Cases_Trials_Completed,Cases_Withdrawn_by_the_Govt,Cases_withdrawn_by_the_Govt_during_investigation,Total_Cases_for_Trial
Andhra Pradesh,2005.0,Rape,01. Rape,667.0,17.0,933.0,14.0,154.0,70.0,950.0,0.0,528.0,613.0,2077.0,1979.0,935.0,933.0,821.0,0.0,0.0,2912.0
Arunachal Pradesh,2005.0,Rape,01. Rape,4.0,9.0,32.0,0.0,15.0,0.0,41.0,0.0,16.0,22.0,374.0,361.0,35.0,32.0,19.0,0.0,0.0,393.0
Assam,2005.0,Rape,01. Rape,367.0,163.0,867.0,50.0,170.0,81.0,1030.0,1.0,1562.0,1436.0,2984.0,2704.0,1238.0,867.0,537.0,0.0,0.0,3571.0
Bihar,2005.0,Rape,01. Rape,692.0,86.0,823.0,1.0,145.0,129.0,909.0,0.0,1315.0,1206.0,3216.0,3231.0,1147.0,823.0,837.0,0.0,0.0,4054.0
Chandigarh,2005.0,Rape,01. Rape,10.0,0.0,20.0,0.0,4.0,3.0,20.0,0.0,11.0,1.0,54.0,48.0,33.0,20.0,14.0,0.0,0.0,68.0
Chhattisgarh,2005.0,Rape,01. Rape,603.0,13.0,919.0,9.0,338.0,5.0,932.0,3.0,119.0,78.0,2955.0,2986.0,990.0,919.0,941.0,0.0,9.0,3905.0
Dadra & Nagar Haveli,2005.0,Rape,01. Rape,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,7.0,7.0,5.0,6.0,6.0,0.0,0.0,13.0
Daman & Diu,2005.0,Rape,01. Rape,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,2.0,0.0,3.0,0.0,0.0,6.0
Delhi,2005.0,Rape,01. Rape,745.0,17.0,570.0,0.0,140.0,3.0,587.0,1.0,268.0,204.0,1060.0,1375.0,658.0,570.0,885.0,0.0,3.0,1945.0
Goa,2005.0,Rape,01. Rape,13.0,4.0,18.0,1.0,7.0,1.0,22.0,0.0,18.0,21.0,47.0,50.0,20.0,18.0,20.0,0.0,0.0,68.0
Gujarat,2005.0,Rape,01. Rape,186.0,19.0,286.0,3.0,37.0,4.0,305.0,1.0,40.0,26.0,2031.0,1971.0,324.0,286.0,223.0,0.0,0.0,2257.0
Haryana,2005.0,Rape,01. Rape,229.0,4.0,375.0,0.0,96.0,61.0,379.0,0.0,43.0,22.0,568.0,518.0,461.0,375.0,325.0,0.0,0.0,893.0
Himachal Pradesh,2005.0,Rape,01. Rape,121.0,2.0,123.0,2.0,24.0,14.0,125.0,0.0,37.0,35.0,378.0,402.0,141.0,123.0,145.0,0.0,0.0,525.0
Jammu & Kashmir,2005.0,Rape,01. Rape,111.0,7.0,174.0,0.0,5.0,30.0,181.0,0.0,71.0,81.0,789.0,731.0,201.0,174.0,116.0,0.0,0.0,905.0
Jharkhand,2005.0,Rape,01. Rape,411.0,82.0,595.0,12.0,117.0,29.0,677.0,0.0,696.0,649.0,1968.0,1913.0,753.0,595.0,528.0,0.0,0.0,2508.0
Karnataka,2005.0,Rape,01. Rape,284.0,7.0,296.0,0.0,87.0,19.0,303.0,5.0,115.0,100.0,991.0,1066.0,343.0,296.0,371.0,0.0,1.0,1362.0
Kerala,2005.0,Rape,01. Rape,286.0,10.0,451.0,4.0,48.0,22.0,461.0,0.0,524.0,529.0,2809.0,2696.0,478.0,451.0,334.0,0.0,0.0,3147.0
Lakshadweep,2005.0,Rape,01. Rape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Madhya Pradesh,2005.0,Rape,01. Rape,2005.0,40.0,2780.0,117.0,702.0,68.0,2820.0,0.0,188.0,155.0,6689.0,6733.0,2921.0,2780.0,2707.0,0.0,0.0,9513.0
Maharashtra,2005.0,Rape,01. Rape,991.0,28.0,1441.0,13.0,177.0,17.0,1469.0,7.0,386.0,334.0,10208.0,9948.0,1545.0,1441.0,1168.0,0.0,0.0,11389.0
Manipur,2005.0,Rape,01. Rape,1.0,7.0,7.0,0.0,0.0,0.0,14.0,0.0,65.0,54.0,52.0,46.0,25.0,7.0,1.0,0.0,0.0,53.0
Meghalaya,2005.0,Rape,01. Rape,1.0,12.0,37.0,0.0,2.0,1.0,49.0,0.0,133.0,120.0,318.0,284.0,63.0,37.0,3.0,0.0,0.0,321.0
Mizoram,2005.0,Rape,01. Rape,5.0,2.0,33.0,5.0,15.0,0.0,35.0,0.0,16.0,14.0,55.0,47.0,37.0,33.0,20.0,0.0,0.0,80.0
Nagaland,2005.0,Rape,01. Rape,10.0,8.0,9.0,0.0,15.0,0.0,17.0,0.0,7.0,7.0,30.0,46.0,17.0,9.0,25.0,0.0,0.0,55.0
Odisha,2005.0,Rape,01. Rape,445.0,8.0,681.0,0.0,114.0,51.0,689.0,1.0,331.0,273.0,2817.0,2695.0,799.0,681.0,559.0,0.0,0.0,3376.0
Puducherry,2005.0,Rape,01. Rape,1.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,5.0,5.0,20.0,18.0,6.0,6.0,4.0,0.0,0.0,24.0
Punjab,2005.0,Rape,01. Rape,171.0,27.0,328.0,1.0,71.0,41.0,355.0,1.0,140.0,139.0,301.0,216.0,398.0,328.0,242.0,0.0,0.0,544.0
Rajasthan,2005.0,Rape,01. Rape,600.0,5.0,772.0,27.0,227.0,279.0,777.0,0.0,50.0,113.0,1840.0,1922.0,993.0,772.0,827.0,0.0,0.0,2694.0
Sikkim,2005.0,Rape,01. Rape,0.0,2.0,13.0,0.0,3.0,0.0,15.0,0.0,8.0,5.0,15.0,5.0,18.0,13.0,3.0,0.0,0.0,18.0
Tamil Nadu,2005.0,Rape,01. Rape,469.0,12.0,507.0,14.0,141.0,67.0,519.0,1.0,274.0,290.0,1338.0,1455.0,571.0,507.0,610.0,0.0,0.0,1962.0
Tripura,2005.0,Rape,01. Rape,86.0,17.0,144.0,0.0,35.0,0.0,161.0,0.0,84.0,83.0,285.0,262.0,162.0,144.0,121.0,0.0,0.0,406.0
Uttar Pradesh,2005.0,Rape,01. Rape,631.0,66.0,1029.0,28.0,657.0,132.0,1095.0,0.0,116.0,126.0,4360.0,4647.0,1217.0,1029.0,1288.0,0.0,0.0,5676.0
Uttarakhand,2005.0,Rape,01. Rape,40.0,8.0,119.0,3.0,21.0,8.0,127.0,0.0,19.0,21.0,244.0,189.0,133.0,119.0,61.0,0.0,0.0,308.0
West Bengal,2005.0,Rape,01. Rape,473.0,75.0,1649.0,0.0,74.0,3.0,1724.0,0.0,781.0,822.0,7393.0,6291.0,1686.0,1649.0,547.0,0.0,0.0,7940.0
Andaman & Nicobar Islands,2006.0,Rape,01. Rape,2.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0,2.0,3.0,37.0,33.0,6.0,7.0,3.0,0.0,0.0,40.0
Andhra Pradesh,2006.0,Rape,01. Rape,696.0,18.0,821.0,4.0,154.0,79.0,839.0,0.0,659.0,528.0,2044.0,2077.0,1049.0,821.0,850.0,0.0,0.0,2898.0
Arunachal Pradesh,2006.0,Rape,01. Rape,1.0,5.0,29.0,1.0,1.0,0.0,34.0,0.0,19.0,16.0,400.0,374.0,37.0,29.0,2.0,0.0,0.0,403.0
Assam,2006.0,Rape,01. Rape,410.0,164.0,794.0,24.0,176.0,91.0,958.0,0.0,1757.0,1562.0,3168.0,2984.0,1244.0,794.0,586.0,0.0,0.0,3778.0
Bihar,2006.0,Rape,01. Rape,678.0,146.0,772.0,0.0,178.0,150.0,918.0,0.0,1479.0,1315.0,3132.0,3216.0,1232.0,772.0,856.0,0.0,0.0,3988.0
Chandigarh,2006.0,Rape,01. Rape,8.0,1.0,20.0,0.0,9.0,2.0,21.0,0.0,7.0,11.0,57.0,54.0,19.0,20.0,17.0,0.0,0.0,74.0
Chhattisgarh,2006.0,Rape,01. Rape,478.0,23.0,994.0,76.0,235.0,3.0,1017.0,1.0,93.0,119.0,3160.0,2955.0,995.0,994.0,713.0,0.0,0.0,3949.0
Dadra & Nagar Haveli,2006.0,Rape,01. Rape,4.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,5.0,2.0,5.0,7.0,6.0,3.0,5.0,0.0,0.0,10.0
Daman & Diu,2006.0,Rape,01. Rape,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0
Delhi,2006.0,Rape,01. Rape,456.0,13.0,798.0,0.0,152.0,3.0,811.0,0.0,72.0,268.0,1250.0,1060.0,623.0,798.0,608.0,0.0,5.0,1858.0
Goa,2006.0,Rape,01. Rape,6.0,7.0,14.0,0.0,0.0,0.0,21.0,0.0,18.0,18.0,55.0,47.0,21.0,14.0,6.0,0.0,0.0,61.0
Gujarat,2006.0,Rape,01. Rape,157.0,10.0,332.0,4.0,50.0,6.0,342.0,2.0,44.0,40.0,2152.0,2031.0,354.0,332.0,207.0,0.0,0.0,2363.0
Haryana,2006.0,Rape,01. Rape,241.0,3.0,497.0,0.0,97.0,67.0,500.0,0.0,84.0,43.0,727.0,568.0,608.0,497.0,338.0,0.0,0.0,1065.0
Himachal Pradesh,2006.0,Rape,01. Rape,75.0,1.0,96.0,1.0,27.0,17.0,97.0,0.0,36.0,37.0,371.0,378.0,113.0,96.0,102.0,0.0,0.0,474.0
Jammu & Kashmir,2006.0,Rape,01. Rape,108.0,4.0,211.0,2.0,13.0,22.0,215.0,0.0,84.0,71.0,877.0,789.0,250.0,211.0,121.0,0.0,0.0,1000.0
Jharkhand,2006.0,Rape,01. Rape,654.0,49.0,599.0,2.0,185.0,38.0,648.0,0.0,809.0,696.0,1726.0,1968.0,799.0,599.0,839.0,0.0,0.0,2567.0
Karnataka,2006.0,Rape,01. Rape,288.0,12.0,351.0,21.0,51.0,21.0,363.0,5.0,126.0,115.0,982.0,991.0,400.0,351.0,339.0,0.0,0.0,1342.0
Kerala,2006.0,Rape,01. Rape,296.0,31.0,495.0,1.0,58.0,20.0,526.0,0.0,578.0,524.0,2949.0,2809.0,601.0,495.0,354.0,0.0,1.0,3304.0
Lakshadweep,2006.0,Rape,01. Rape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Madhya Pradesh,2006.0,Rape,01. Rape,1877.0,34.0,2779.0,13.0,748.0,81.0,2813.0,0.0,194.0,188.0,6830.0,6689.0,2900.0,2779.0,2625.0,0.0,0.0,9468.0
Maharashtra,2006.0,Rape,01. Rape,884.0,29.0,1351.0,9.0,163.0,19.0,1380.0,0.0,487.0,386.0,10503.0,10208.0,1500.0,1351.0,1047.0,0.0,0.0,11559.0
Manipur,2006.0,Rape,01. Rape,1.0,12.0,2.0,1.0,0.0,0.0,14.0,0.0,91.0,65.0,52.0,52.0,40.0,2.0,1.0,0.0,0.0,54.0
Meghalaya,2006.0,Rape,01. Rape,12.0,21.0,35.0,1.0,2.0,1.0,56.0,0.0,150.0,133.0,338.0,318.0,74.0,35.0,14.0,0.0,0.0,353.0
Mizoram,2006.0,Rape,01. Rape,6.0,9.0,69.0,0.0,68.0,0.0,78.0,0.0,10.0,16.0,50.0,55.0,72.0,69.0,74.0,0.0,0.0,124.0
Nagaland,2006.0,Rape,01. Rape,1.0,0.0,20.0,1.0,11.0,0.0,20.0,0.0,10.0,7.0,37.0,30.0,23.0,20.0,12.0,0.0,0.0,50.0
Odisha,2006.0,Rape,01. Rape,365.0,9.0,790.0,0.0,135.0,37.0,799.0,0.0,480.0,331.0,3107.0,2817.0,985.0,790.0,500.0,0.0,0.0,3607.0
Puducherry,2006.0,Rape,01. Rape,1.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,8.0,5.0,24.0,20.0,9.0,6.0,2.0,0.0,0.0,26.0
Punjab,2006.0,Rape,01. Rape,178.0,29.0,373.0,0.0,90.0,38.0,402.0,1.0,141.0,140.0,406.0,301.0,442.0,373.0,268.0,0.0,0.0,674.0
Rajasthan,2006.0,Rape,01. Rape,499.0,10.0,740.0,16.0,262.0,306.0,750.0,0.0,79.0,50.0,1803.0,1840.0,1085.0,740.0,761.0,0.0,0.0,2580.0
Sikkim,2006.0,Rape,01. Rape,1.0,0.0,16.0,0.0,1.0,0.0,16.0,0.0,12.0,8.0,29.0,15.0,20.0,16.0,2.0,0.0,0.0,31.0
Tamil Nadu,2006.0,Rape,01. Rape,358.0,9.0,413.0,4.0,108.0,19.0,422.0,2.0,288.0,274.0,1281.0,1338.0,457.0,413.0,466.0,0.0,0.0,1751.0
Tripura,2006.0,Rape,01. Rape,52.0,14.0,177.0,0.0,25.0,0.0,191.0,0.0,82.0,84.0,385.0,285.0,189.0,177.0,77.0,0.0,0.0,462.0
Uttar Pradesh,2006.0,Rape,01. Rape,601.0,89.0,1094.0,8.0,637.0,144.0,1183.0,0.0,103.0,116.0,4208.0,4360.0,1314.0,1094.0,1238.0,0.0,0.0,5454.0
Uttarakhand,2006.0,Rape,01. Rape,68.0,12.0,128.0,1.0,29.0,6.0,140.0,0.0,20.0,19.0,274.0,244.0,147.0,128.0,97.0,0.0,0.0,372.0
West Bengal,2006.0,Rape,01. Rape,747.0,90.0,1520.0,0.0,137.0,3.0,1610.0,1.0,898.0,781.0,8029.0,7393.0,1731.0,1520.0,884.0,0.0,0.0,8913.0
Andaman & Nicobar Islands,2007.0,Rape,01. Rape,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,37.0,37.0,3.0,3.0,3.0,0.0,0.0,40.0
Andhra Pradesh,2007.0,Rape,01. Rape,834.0,25.0,1066.0,3.0,128.0,86.0,1091.0,1.0,551.0,659.0,2145.0,2044.0,1070.0,1066.0,962.0,0.0,0.0,3110.0
Arunachal Pradesh,2007.0,Rape,01. Rape,2.0,11.0,29.0,0.0,5.0,0.0,40.0,0.0,27.0,19.0,422.0,400.0,48.0,29.0,7.0,0.0,0.0,429.0
Assam,2007.0,Rape,01. Rape,466.0,216.0,904.0,28.0,191.0,109.0,1120.0,0.0,1965.0,1757.0,3387.0,3168.0,1437.0,904.0,657.0,0.0,0.0,4072.0
Bihar,2007.0,Rape,01. Rape,659.0,197.0,1103.0,1.0,167.0,317.0,1300.0,0.0,1417.0,1479.0,3408.0,3132.0,1555.0,1103.0,826.0,0.0,0.0,4235.0
Chandigarh,2007.0,Rape,01. Rape,8.0,1.0,19.0,0.0,11.0,0.0,20.0,0.0,9.0,7.0,57.0,57.0,22.0,19.0,19.0,0.0,0.0,76.0
Chhattisgarh,2007.0,Rape,01. Rape,506.0,7.0,939.0,4.0,162.0,22.0,946.0,0.0,107.0,93.0,3427.0,3160.0,982.0,939.0,668.0,0.0,0.0,4099.0
Dadra & Nagar Haveli,2007.0,Rape,01. Rape,2.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,9.0,5.0,7.0,6.0,2.0,0.0,0.0,11.0
Daman & Diu,2007.0,Rape,01. Rape,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0
Delhi,2007.0,Rape,01. Rape,426.0,12.0,541.0,0.0,163.0,11.0,553.0,2.0,104.0,72.0,1202.0,1250.0,598.0,541.0,589.0,0.0,0.0,1791.0
Goa,2007.0,Rape,01. Rape,5.0,1.0,15.0,0.0,1.0,0.0,16.0,0.0,22.0,18.0,64.0,55.0,20.0,15.0,6.0,0.0,0.0,70.0
Gujarat,2007.0,Rape,01. Rape,150.0,17.0,289.0,3.0,50.0,4.0,306.0,2.0,48.0,44.0,2238.0,2152.0,316.0,289.0,200.0,0.0,0.0,2441.0
Haryana,2007.0,Rape,01. Rape,260.0,7.0,432.0,0.0,114.0,69.0,439.0,0.0,64.0,84.0,785.0,727.0,488.0,432.0,374.0,0.0,0.0,1159.0
Himachal Pradesh,2007.0,Rape,01. Rape,69.0,4.0,105.0,3.0,14.0,28.0,109.0,0.0,58.0,36.0,390.0,371.0,159.0,105.0,83.0,0.0,0.0,476.0
Jammu & Kashmir,2007.0,Rape,01. Rape,129.0,10.0,238.0,0.0,8.0,34.0,248.0,0.0,90.0,84.0,978.0,877.0,288.0,238.0,137.0,0.0,0.0,1115.0
Jharkhand,2007.0,Rape,01. Rape,535.0,60.0,692.0,8.0,318.0,56.0,752.0,0.0,856.0,809.0,1557.0,1726.0,855.0,692.0,853.0,0.0,0.0,2418.0
Karnataka,2007.0,Rape,01. Rape,235.0,20.0,364.0,3.0,59.0,24.0,384.0,7.0,146.0,126.0,1049.0,982.0,436.0,364.0,294.0,0.0,1.0,1346.0
Kerala,2007.0,Rape,01. Rape,448.0,19.0,546.0,5.0,74.0,15.0,565.0,0.0,510.0,578.0,2968.0,2949.0,512.0,546.0,522.0,0.0,0.0,3495.0
Lakshadweep,2007.0,Rape,01. Rape,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
Madhya Pradesh,2007.0,Rape,01. Rape,1950.0,44.0,2898.0,6.0,688.0,58.0,2942.0,0.0,204.0,194.0,7084.0,6830.0,3010.0,2898.0,2638.0,0.0,0.0,9728.0
Maharashtra,2007.0,Rape,01. Rape,754.0,47.0,1404.0,10.0,151.0,16.0,1451.0,1.0,470.0,487.0,10992.0,10503.0,1451.0,1404.0,905.0,0.0,0.0,11907.0
Manipur,2007.0,Rape,01. Rape,2.0,8.0,2.0,1.0,0.0,0.0,10.0,0.0,101.0,91.0,51.0,52.0,20.0,2.0,2.0,0.0,0.0,54.0
Meghalaya,2007.0,Rape,01. Rape,7.0,10.0,32.0,0.0,8.0,1.0,42.0,0.0,189.0,150.0,355.0,338.0,82.0,32.0,15.0,0.0,0.0,370.0
Mizoram,2007.0,Rape,01. Rape,7.0,2.0,78.0,0.0,28.0,0.0,80.0,0.0,13.0,10.0,93.0,50.0,83.0,78.0,35.0,0.0,0.0,128.0
Nagaland,2007.0,Rape,01. Rape,2.0,2.0,12.0,1.0,26.0,0.0,14.0,0.0,9.0,10.0,20.0,37.0,13.0,12.0,28.0,0.0,0.0,49.0
Odisha,2007.0,Rape,01. Rape,434.0,14.0,784.0,2.0,175.0,31.0,798.0,0.0,590.0,480.0,3280.0,3107.0,939.0,784.0,609.0,0.0,0.0,3891.0
Puducherry,2007.0,Rape,01. Rape,3.0,0.0,9.0,0.0,4.0,0.0,9.0,0.0,8.0,8.0,26.0,24.0,9.0,9.0,7.0,0.0,0.0,33.0
Punjab,2007.0,Rape,01. Rape,199.0,29.0,392.0,1.0,76.0,37.0,421.0,0.0,202.0,141.0,522.0,406.0,519.0,392.0,275.0,0.0,0.0,798.0
Rajasthan,2007.0,Rape,01. Rape,403.0,6.0,854.0,15.0,236.0,364.0,860.0,0.0,93.0,79.0,2003.0,1803.0,1238.0,854.0,639.0,0.0,0.0,2657.0
Sikkim,2007.0,Rape,01. Rape,3.0,0.0,19.0,1.0,0.0,0.0,19.0,0.0,17.0,12.0,44.0,29.0,24.0,19.0,3.0,0.0,0.0,48.0
Tamil Nadu,2007.0,Rape,01. Rape,311.0,9.0,434.0,6.0,87.0,22.0,443.0,1.0,345.0,288.0,1311.0,1281.0,523.0,434.0,398.0,0.0,0.0,1715.0
Tripura,2007.0,Rape,01. Rape,126.0,4.0,180.0,0.0,30.0,0.0,184.0,0.0,55.0,82.0,409.0,385.0,157.0,180.0,156.0,0.0,0.0,565.0
Uttar Pradesh,2007.0,Rape,01. Rape,542.0,112.0,1293.0,6.0,573.0,248.0,1405.0,0.0,98.0,103.0,4380.0,4208.0,1648.0,1293.0,1115.0,0.0,0.0,5501.0
Uttarakhand,2007.0,Rape,01. Rape,64.0,9.0,101.0,0.0,48.0,9.0,110.0,0.0,18.0,20.0,263.0,274.0,117.0,101.0,112.0,0.0,0.0,375.0
West Bengal,2007.0,Rape,01. Rape,737.0,97.0,1832.0,0.0,101.0,5.0,1929.0,0.0,1070.0,898.0,9023.0,8029.0,2106.0,1832.0,838.0,0.0,0.0,9861.0
Andaman & Nicobar Islands,2008.0,Rape,01. Rape,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,34.0,37.0,12.0,2.0,5.0,0.0,0.0,39.0
Andhra Pradesh,2008.0,Rape,01. Rape,712.0,24.0,1083.0,4.0,100.0,83.0,1107.0,0.0,617.0,551.0,2412.0,2145.0,1257.0,1083.0,812.0,0.0,1.0,3228.0
Arunachal Pradesh,2008.0,Rape,01. Rape,1.0,19.0,22.0,0.0,1.0,0.0,41.0,0.0,28.0,27.0,442.0,422.0,42.0,22.0,2.0,0.0,0.0,444.0
Assam,2008.0,Rape,01. Rape,494.0,231.0,988.0,20.0,94.0,95.0,1219.0,0.0,2089.0,1965.0,3767.0,3387.0,1438.0,988.0,588.0,0.0,0.0,4375.0
Bihar,2008.0,Rape,01. Rape,561.0,192.0,921.0,2.0,168.0,315.0,1113.0,0.0,1291.0,1417.0,3598.0,3408.0,1302.0,921.0,729.0,0.0,0.0,4329.0
Chandigarh,2008.0,Rape,01. Rape,12.0,1.0,19.0,0.0,5.0,2.0,20.0,0.0,7.0,9.0,59.0,57.0,20.0,19.0,17.0,0.0,0.0,76.0
Chhattisgarh,2008.0,Rape,01. Rape,680.0,9.0,922.0,68.0,206.0,9.0,931.0,11.0,134.0,107.0,3395.0,3427.0,978.0,922.0,886.0,0.0,0.0,4349.0
Dadra & Nagar Haveli,2008.0,Rape,01. Rape,5.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,5.0,6.0,11.0,9.0,6.0,7.0,5.0,0.0,0.0,16.0
Daman & Diu,2008.0,Rape,01. Rape,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
Delhi,2008.0,Rape,01. Rape,261.0,8.0,478.0,0.0,115.0,14.0,486.0,1.0,69.0,104.0,1304.0,1202.0,466.0,478.0,376.0,0.0,0.0,1680.0
Goa,2008.0,Rape,01. Rape,17.0,2.0,21.0,0.0,6.0,0.0,23.0,0.0,29.0,22.0,62.0,64.0,30.0,21.0,23.0,0.0,0.0,85.0
Gujarat,2008.0,Rape,01. Rape,165.0,28.0,328.0,5.0,48.0,10.0,356.0,2.0,54.0,48.0,2348.0,2238.0,374.0,328.0,213.0,0.0,0.0,2566.0
Haryana,2008.0,Rape,01. Rape,326.0,6.0,508.0,0.0,128.0,92.0,514.0,0.0,89.0,64.0,839.0,785.0,631.0,508.0,454.0,0.0,0.0,1293.0
Himachal Pradesh,2008.0,Rape,01. Rape,87.0,5.0,115.0,1.0,29.0,19.0,120.0,0.0,76.0,58.0,388.0,390.0,157.0,115.0,116.0,0.0,0.0,505.0
Jammu & Kashmir,2008.0,Rape,01. Rape,131.0,9.0,142.0,2.0,10.0,48.0,151.0,0.0,110.0,90.0,977.0,978.0,219.0,142.0,141.0,0.0,0.0,1120.0
Jharkhand,2008.0,Rape,01. Rape,494.0,87.0,768.0,42.0,136.0,47.0,855.0,0.0,745.0,856.0,1653.0,1557.0,791.0,768.0,630.0,0.0,0.0,2325.0
Karnataka,2008.0,Rape,01. Rape,291.0,17.0,412.0,4.0,45.0,32.0,429.0,7.0,123.0,146.0,1121.0,1049.0,446.0,412.0,336.0,0.0,1.0,1461.0
Kerala,2008.0,Rape,01. Rape,247.0,16.0,467.0,1.0,38.0,28.0,483.0,1.0,566.0,510.0,3149.0,2968.0,568.0,467.0,285.0,0.0,0.0,3435.0
Lakshadweep,2008.0,Rape,01. Rape,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0
Madhya Pradesh,2008.0,Rape,01. Rape,1892.0,51.0,2791.0,12.0,839.0,52.0,2842.0,0.0,247.0,204.0,7132.0,7084.0,2937.0,2791.0,2731.0,0.0,0.0,9875.0
Maharashtra,2008.0,Rape,01. Rape,889.0,24.0,1449.0,13.0,160.0,23.0,1473.0,1.0,531.0,470.0,11379.0,10992.0,1558.0,1449.0,1049.0,0.0,0.0,12441.0
Manipur,2008.0,Rape,01. Rape,0.0,6.0,6.0,0.0,0.0,0.0,12.0,0.0,127.0,101.0,57.0,51.0,38.0,6.0,0.0,0.0,0.0,57.0
Meghalaya,2008.0,Rape,01. Rape,15.0,5.0,41.0,0.0,11.0,0.0,46.0,0.0,231.0,189.0,370.0,355.0,88.0,41.0,26.0,0.0,0.0,396.0
Mizoram,2008.0,Rape,01. Rape,7.0,0.0,69.0,0.0,85.0,0.0,69.0,0.0,21.0,13.0,70.0,93.0,77.0,69.0,92.0,0.0,0.0,162.0
Nagaland,2008.0,Rape,01. Rape,2.0,3.0,18.0,1.0,13.0,0.0,21.0,0.0,7.0,9.0,22.0,20.0,19.0,18.0,15.0,0.0,0.0,38.0
Odisha,2008.0,Rape,01. Rape,486.0,18.0,883.0,0.0,159.0,23.0,901.0,1.0,778.0,590.0,3518.0,3280.0,1113.0,883.0,645.0,0.0,0.0,4163.0
Puducherry,2008.0,Rape,01. Rape,2.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,10.0,8.0,30.0,26.0,8.0,6.0,2.0,0.0,0.0,32.0
Punjab,2008.0,Rape,01. Rape,290.0,44.0,442.0,2.0,149.0,55.0,486.0,0.0,178.0,202.0,523.0,522.0,517.0,442.0,439.0,0.0,0.0,964.0
Rajasthan,2008.0,Rape,01. Rape,431.0,12.0,857.0,14.0,232.0,460.0,869.0,0.0,119.0,93.0,2183.0,2003.0,1355.0,857.0,663.0,0.0,0.0,2860.0
Sikkim,2008.0,Rape,01. Rape,2.0,0.0,20.0,0.0,5.0,0.0,20.0,0.0,17.0,17.0,57.0,44.0,20.0,20.0,7.0,0.0,0.0,64.0
Tamil Nadu,2008.0,Rape,01. Rape,323.0,22.0,466.0,4.0,109.0,26.0,488.0,1.0,403.0,345.0,1341.0,1311.0,573.0,466.0,432.0,0.0,0.0,1777.0
Tripura,2008.0,Rape,01. Rape,61.0,10.0,185.0,2.0,23.0,1.0,195.0,0.0,63.0,55.0,508.0,409.0,204.0,185.0,84.0,0.0,0.0,594.0
Uttar Pradesh,2008.0,Rape,01. Rape,693.0,117.0,1405.0,4.0,681.0,339.0,1522.0,0.0,108.0,98.0,4407.0,4380.0,1871.0,1405.0,1374.0,0.0,0.0,5785.0
Uttarakhand,2008.0,Rape,01. Rape,68.0,7.0,79.0,0.0,39.0,6.0,86.0,0.0,13.0,18.0,235.0,263.0,87.0,79.0,107.0,0.0,0.0,342.0
West Bengal,2008.0,Rape,01. Rape,767.0,177.0,1693.0,2.0,138.0,6.0,1870.0,1.0,1456.0,1070.0,9809.0,9023.0,2263.0,1693.0,905.0,0.0,0.0,10716.0
Andaman & Nicobar Islands,2009.0,Rape,01. Rape,2.0,3.0,14.0,0.0,1.0,0.0,17.0,0.0,13.0,12.0,45.0,34.0,18.0,14.0,3.0,0.0,0.0,48.0
Andhra Pradesh,2009.0,Rape,01. Rape,849.0,26.0,965.0,4.0,118.0,84.0,991.0,0.0,730.0,617.0,2406.0,2412.0,1188.0,965.0,967.0,0.0,0.0,3377.0
